,연령,소득구간,월소득(만원),소비비율,저축/투자비율,부채상환비율,소비액,저축/투자액,부채상환액,적금/청약비율,연금저축(투자상품)비율,적금/청약액,연금저축(투자상품)액,외식/카페 비율,주유/교통 비율,통신비 비율,항공/여행 비율,문화/교육 비율,쇼핑 비율,주택청약가입,연금저축가입
6718,24,3,204,0.432,0.299,0.06,88,61,12,0.208,0.088,42,18,0.17,0.068,0.05,0.099,0.075,0.079,1,1
6719,24,3,207,0.464,0.303,0.058,96,63,12,0.234,0.084,48,17,0.17,0.068,0.05,0.099,0.075,0.079,0,1
6725,27,3,198,0.42,0.343,0.054,83,68,11,0.261,0.098,52,19,0.17,0.075,0.05,0.099,0.068,0.079,0,1
6727,20,3,198,0.469,0.345,0.066,93,68,13,0.245,0.103,49,20,0.17,0.075,0.05,0.107,0.083,0.088,0,1
6728,29,3,236,0.454,0.302,0.056,107,71,13,0.197,0.078,46,18,0.17,0.075,0.045,0.107,0.075,0.088,0,1
6729,29,3,229,0.429,0.332,0.054,98,76,12,0.263,0.089,60,20,0.17,0.083,0.045,0.099,0.068,0.079,1,1
6734,29,3,201,0.453,0.296,0.064,91,59,13,0.202,0.082,41,16,0.17,0.075,0.05,0.107,0.075,0.088,0,1
6747,24,3,198,0.481,0.347,0.063,95,69,12,0.261,0.095,52,19,0.17,0.075,0.05,0.107,0.075,0.088,1,1
6749,23,3,212,0.43,0.339,0.059,91,72,13,0.238,0.099,50,21,0.187,0.075,0.045,0.107,0.075,0.088,1,1
6751,23,3,219,0.439,0.315,0.061,96,69,13,0.212,0.08,46,18,0.187,0.075,0.05,0.099,0.068,0.079,1,1
6758,23,3,238,0.48,0.305,0.057,114,73,14,0.218,0.093,52,22,0.17,0.075,0.055,0.107,0.068,0.088,0,1
6760,23,3,207,0.43,0.345,0.062,89,71,13,0.244,0.092,51,19,0.187,0.068,0.055,0.107,0.075,0.088,1,1
6761,23,3,201,0.429,0.301,0.064,86,61,13,0.201,0.09,40,18,0.153,0.075,0.05,0.107,0.075,0.088,0,1
6763,25,3,207,0.484,0.336,0.064,100,70,13,0.258,0.09,53,19,0.187,0.075,0.05,0.099,0.083,0.079,1,1
6767,22,3,204,0.435,0.329,0.054,89,67,11,0.235,0.087,48,18,0.153,0.083,0.05,0.099,0.075,0.079,1,1
6768,28,3,232,0.464,0.333,0.058,108,77,13,0.234,0.099,54,23,0.187,0.075,0.05,0.107,0.068,0.088,1,1
6791,24,3,208,0.448,0.315,0.061,93,66,13,0.213,0.093,44,19,0.17,0.075,0.045,0.107,0.068,0.088,1,0
6794,25,3,215,0.435,0.31,0.061,94,67,13,0.201,0.082,43,18,0.17,0.083,0.05,0.107,0.075,0.088,1,1
6796,21,3,236,0.492,0.29,0.058,116,68,14,0.226,0.087,53,21,0.17,0.075,0.055,0.099,0.075,0.079,1,1
6798,26,3,199,0.412,0.315,0.055,82,63,11,0.229,0.084,46,17,0.187,0.075,0.055,0.107,0.068,0.088,1,1
6799,27,3,217,0.446,0.341,0.061,97,74,13,0.224,0.104,49,23,0.17,0.083,0.05,0.107,0.068,0.088,1,0
6809,23,3,208,0.412,0.292,0.054,86,61,11,0.19,0.074,40,15,0.17,0.075,0.055,0.099,0.075,0.079,1,1
6811,27,3,197,0.485,0.326,0.061,96,64,12,0.251,0.093,49,18,0.17,0.075,0.045,0.117,0.075,0.097,1,1
6812,23,3,195,0.436,0.34,0.056,85,66,11,0.243,0.093,47,18,0.17,0.075,0.05,0.107,0.075,0.088,1,1
6814,24,3,215,0.434,0.33,0.057,93,71,12,0.256,0.102,55,22,0.17,0.068,0.05,0.107,0.068,0.088,1,0
6824,21,3,204,0.427,0.29,0.059,87,59,12,0.21,0.084,43,17,0.17,0.075,0.045,0.107,0.075,0.088,1,1
6827,24,3,204,0.417,0.342,0.06,85,70,12,0.251,0.105,51,21,0.17,0.083,0.05,0.107,0.075,0.088,1,1
6834,21,3,233,0.414,0.318,0.059,96,74,14,0.247,0.095,58,22,0.153,0.075,0.05,0.117,0.068,0.097,0,0
6839,27,3,236,0.491,0.349,0.06,116,82,14,0.249,0.094,59,22,0.17,0.068,0.05,0.107,0.083,0.088,1,1
6848,23,3,220,0.462,0.337,0.063,102,74,14,0.264,0.09,58,20,0.17,0.075,0.055,0.099,0.068,0.079,0,1
6864,20,3,217,0.453,0.331,0.055,98,72,12,0.224,0.087,49,19,0.153,0.075,0.05,0.107,0.075,0.088,1,1
6865,27,3,208,0.425,0.313,0.06,88,65,12,0.218,0.084,45,17,0.17,0.075,0.05,0.117,0.075,0.097,0,1
6866,27,3,211,0.496,0.349,0.064,105,74,14,0.274,0.103,58,22,0.153,0.075,0.05,0.107,0.075,0.088,0,1
6872,23,3,221,0.435,0.35,0.059,96,77,13,0.232,0.094,51,21,0.153,0.075,0.05,0.107,0.083,0.088,1,0
6874,27,3,231,0.463,0.331,0.059,107,76,14,0.249,0.087,58,20,0.153,0.075,0.05,0.117,0.083,0.097,1,1
6879,21,3,206,0.44,0.342,0.055,91,70,11,0.231,0.095,48,20,0.17,0.083,0.055,0.107,0.068,0.088,0,1
6883,22,3,215,0.472,0.327,0.062,101,70,13,0.216,0.093,46,20,0.187,0.075,0.055,0.107,0.075,0.088,1,1
6885,20,3,235,0.482,0.296,0.06,113,70,14,0.216,0.088,51,21,0.17,0.075,0.05,0.117,0.075,0.097,0,1
6889,28,3,216,0.45,0.327,0.059,97,71,13,0.249,0.095,54,21,0.153,0.075,0.05,0.107,0.075,0.088,0,1
6892,28,3,235,0.442,0.295,0.059,104,69,14,0.202,0.078,47,18,0.17,0.075,0.045,0.107,0.075,0.088,1,1
6904,23,3,206,0.448,0.32,0.055,92,66,11,0.221,0.083,46,17,0.17,0.075,0.05,0.107,0.083,0.088,1,1
6917,28,3,234,0.459,0.306,0.063,107,72,15,0.216,0.088,51,21,0.153,0.075,0.05,0.107,0.075,0.088,0,0
6919,23,3,212,0.491,0.341,0.061,104,72,13,0.244,0.1,52,21,0.187,0.075,0.055,0.117,0.083,0.097,0,1
6921,22,3,196,0.477,0.31,0.057,93,61,11,0.213,0.081,42,16,0.17,0.075,0.05,0.107,0.068,0.088,0,1
6924,27,3,221,0.465,0.294,0.064,103,65,14,0.213,0.076,47,17,0.17,0.075,0.045,0.099,0.075,0.079,0,1
6928,25,3,225,0.471,0.296,0.06,106,67,14,0.195,0.089,44,20,0.17,0.075,0.055,0.099,0.075,0.079,1,1
6940,29,3,229,0.493,0.291,0.064,113,67,15,0.209,0.081,48,19,0.17,0.075,0.055,0.107,0.083,0.088,1,1
6941,22,3,232,0.455,0.327,0.058,106,76,13,0.243,0.084,56,19,0.17,0.083,0.045,0.117,0.083,0.097,1,0
6943,26,3,196,0.499,0.343,0.06,98,67,12,0.255,0.087,50,17,0.17,0.068,0.05,0.117,0.083,0.097,1,1
6947,28,3,204,0.488,0.306,0.066,100,62,13,0.223,0.089,45,18,0.17,0.068,0.055,0.117,0.083,0.097,1,1
6958,27,3,225,0.41,0.308,0.065,92,69,15,0.235,0.09,53,20,0.17,0.075,0.05,0.099,0.075,0.079,0,0
6961,26,3,212,0.454,0.343,0.054,96,73,11,0.234,0.089,50,19,0.17,0.075,0.055,0.117,0.075,0.097,1,1
6967,25,3,210,0.422,0.322,0.063,89,68,13,0.237,0.084,50,18,0.187,0.068,0.045,0.107,0.083,0.088,1,1
6968,27,3,223,0.487,0.347,0.063,109,77,14,0.259,0.102,58,23,0.17,0.068,0.045,0.107,0.068,0.088,0,1
6975,24,3,213,0.489,0.313,0.054,104,67,12,0.248,0.092,53,20,0.17,0.083,0.045,0.117,0.068,0.097,0,0
6976,28,3,227,0.413,0.305,0.062,94,69,14,0.24,0.09,54,20,0.17,0.068,0.05,0.107,0.075,0.088,1,1
6990,25,3,235,0.496,0.331,0.057,117,78,13,0.22,0.099,52,23,0.153,0.075,0.05,0.117,0.075,0.097,1,1
6991,22,3,205,0.491,0.306,0.058,101,63,12,0.21,0.082,43,17,0.187,0.068,0.05,0.107,0.083,0.088,0,1
6992,22,3,205,0.418,0.345,0.057,86,71,12,0.271,0.094,56,19,0.17,0.075,0.05,0.107,0.068,0.088,0,1
6993,21,3,198,0.432,0.346,0.064,86,69,13,0.225,0.093,45,18,0.153,0.068,0.055,0.099,0.068,0.079,1,1
6995,20,3,219,0.416,0.34,0.061,91,74,13,0.224,0.097,49,21,0.17,0.068,0.045,0.107,0.075,0.088,1,1
6998,20,3,209,0.45,0.297,0.064,94,62,13,0.232,0.083,48,17,0.17,0.075,0.045,0.107,0.075,0.088,1,0
7003,22,3,228,0.423,0.328,0.059,96,75,13,0.231,0.094,53,21,0.153,0.083,0.045,0.099,0.075,0.079,1,1
7008,23,3,205,0.485,0.339,0.059,99,69,12,0.266,0.086,55,18,0.17,0.075,0.055,0.107,0.075,0.088,0,1
7009,24,3,203,0.462,0.304,0.062,94,62,13,0.239,0.079,49,16,0.17,0.075,0.055,0.099,0.068,0.079,1,1
7011,28,3,229,0.41,0.304,0.056,94,70,13,0.212,0.08,49,18,0.153,0.068,0.05,0.117,0.083,0.097,1,1
7017,22,3,198,0.428,0.323,0.06,85,64,12,0.236,0.095,47,19,0.153,0.083,0.055,0.107,0.075,0.088,1,1
7025,22,3,216,0.41,0.303,0.062,89,65,13,0.225,0.083,49,18,0.17,0.068,0.045,0.107,0.075,0.088,0,1
7034,28,3,214,0.447,0.324,0.055,96,69,12,0.247,0.085,53,18,0.17,0.075,0.045,0.117,0.075,0.097,1,1
7036,29,3,206,0.423,0.321,0.065,87,66,13,0.224,0.098,46,20,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7037,23,3,214,0.41,0.328,0.055,88,70,12,0.219,0.094,47,20,0.153,0.068,0.05,0.107,0.075,0.088,1,1
7040,23,3,228,0.446,0.302,0.06,102,69,14,0.204,0.09,47,21,0.17,0.083,0.045,0.107,0.075,0.088,1,1
7046,21,3,226,0.424,0.288,0.063,96,65,14,0.204,0.088,46,20,0.17,0.075,0.055,0.107,0.075,0.088,0,0
7050,25,3,232,0.472,0.346,0.062,110,80,14,0.259,0.101,60,23,0.153,0.068,0.05,0.107,0.075,0.088,1,1
7052,29,3,235,0.46,0.332,0.066,108,78,16,0.253,0.089,59,21,0.153,0.075,0.05,0.107,0.068,0.088,1,0
7058,25,3,233,0.498,0.333,0.055,116,78,13,0.233,0.085,54,20,0.187,0.075,0.05,0.099,0.083,0.079,1,1
7059,23,3,234,0.473,0.313,0.058,111,73,14,0.247,0.079,58,18,0.153,0.068,0.05,0.107,0.075,0.088,1,0
7061,24,3,217,0.435,0.307,0.056,94,67,12,0.228,0.083,49,18,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7063,26,3,228,0.493,0.307,0.058,112,70,13,0.23,0.079,52,18,0.17,0.083,0.045,0.107,0.068,0.088,1,1
7068,20,3,201,0.428,0.293,0.062,86,59,12,0.203,0.075,41,15,0.187,0.075,0.05,0.099,0.075,0.079,1,0
7070,22,3,210,0.446,0.324,0.062,94,68,13,0.226,0.094,47,20,0.153,0.075,0.05,0.107,0.075,0.088,0,1
7079,26,3,226,0.41,0.307,0.059,93,69,13,0.237,0.078,54,18,0.187,0.075,0.05,0.099,0.068,0.079,1,1
7081,27,3,227,0.441,0.319,0.065,100,72,15,0.24,0.082,54,19,0.17,0.068,0.045,0.107,0.068,0.088,1,1
7093,29,3,200,0.428,0.305,0.063,86,61,13,0.218,0.093,44,19,0.17,0.075,0.045,0.107,0.083,0.088,1,1
7099,22,3,233,0.446,0.315,0.059,104,73,14,0.237,0.089,55,21,0.17,0.075,0.045,0.117,0.068,0.097,1,1
7121,26,3,200,0.435,0.316,0.058,87,63,12,0.244,0.087,49,17,0.153,0.083,0.055,0.099,0.083,0.079,1,0
7123,25,3,232,0.435,0.321,0.064,101,74,15,0.21,0.094,49,22,0.17,0.075,0.05,0.099,0.075,0.079,1,1
7127,24,3,206,0.477,0.292,0.061,98,60,13,0.224,0.089,46,18,0.17,0.068,0.045,0.117,0.083,0.097,1,1
7139,23,3,200,0.499,0.295,0.061,100,59,12,0.225,0.084,45,17,0.17,0.075,0.045,0.107,0.068,0.088,1,1
7142,27,3,228,0.436,0.301,0.061,99,69,14,0.215,0.087,49,20,0.153,0.075,0.045,0.099,0.068,0.079,1,1
7143,21,3,206,0.446,0.346,0.065,92,71,13,0.228,0.104,47,21,0.153,0.083,0.05,0.107,0.083,0.088,0,1
7144,23,3,235,0.452,0.31,0.058,106,73,14,0.236,0.082,55,19,0.187,0.075,0.045,0.107,0.075,0.088,0,1
7148,26,3,214,0.454,0.306,0.065,97,65,14,0.234,0.077,50,16,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7149,29,3,221,0.417,0.343,0.059,92,76,13,0.247,0.1,55,22,0.17,0.075,0.045,0.107,0.075,0.088,0,0
7154,24,3,206,0.478,0.324,0.057,98,67,12,0.22,0.086,45,18,0.153,0.068,0.05,0.117,0.075,0.097,0,1
7156,25,3,217,0.475,0.314,0.054,103,68,12,0.233,0.087,51,19,0.17,0.083,0.05,0.107,0.083,0.088,1,1
7160,26,3,226,0.449,0.3,0.055,101,68,12,0.201,0.076,45,17,0.17,0.075,0.055,0.117,0.075,0.097,1,1
7164,29,3,225,0.475,0.348,0.063,107,78,14,0.24,0.091,54,20,0.17,0.068,0.05,0.107,0.068,0.088,1,1
7165,23,3,197,0.472,0.304,0.065,93,60,13,0.203,0.079,40,16,0.17,0.068,0.05,0.099,0.068,0.079,1,1
7167,26,3,214,0.42,0.34,0.054,90,73,12,0.235,0.104,50,22,0.153,0.083,0.05,0.107,0.068,0.088,1,1
7182,20,3,228,0.473,0.339,0.061,108,77,14,0.223,0.094,51,21,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7203,29,3,199,0.445,0.332,0.065,89,66,13,0.217,0.095,43,19,0.17,0.083,0.055,0.117,0.083,0.097,0,1
7216,25,3,219,0.495,0.333,0.055,108,73,12,0.217,0.1,48,22,0.187,0.075,0.055,0.107,0.068,0.088,1,1
7226,28,3,232,0.479,0.291,0.062,111,68,14,0.208,0.089,48,21,0.17,0.068,0.05,0.107,0.068,0.088,1,1
7227,25,3,199,0.483,0.329,0.054,96,65,11,0.231,0.09,46,18,0.187,0.075,0.05,0.099,0.083,0.079,1,1
7228,23,3,235,0.425,0.309,0.057,100,73,13,0.209,0.08,49,19,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7234,26,3,209,0.491,0.31,0.063,103,65,13,0.227,0.082,47,17,0.153,0.083,0.055,0.107,0.068,0.088,1,1
7238,23,3,223,0.48,0.3,0.057,107,67,13,0.234,0.092,52,21,0.153,0.075,0.045,0.107,0.075,0.088,0,1
7243,23,3,217,0.413,0.341,0.066,90,74,14,0.223,0.102,48,22,0.17,0.083,0.045,0.107,0.075,0.088,1,1
7253,23,3,233,0.442,0.348,0.059,103,81,14,0.27,0.095,63,22,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7269,27,3,210,0.437,0.297,0.057,92,62,12,0.23,0.08,48,17,0.153,0.075,0.045,0.099,0.068,0.079,1,1
7270,22,3,208,0.41,0.302,0.058,85,63,12,0.21,0.086,44,18,0.153,0.075,0.045,0.107,0.075,0.088,0,1
7272,23,3,222,0.417,0.325,0.066,93,72,15,0.23,0.088,51,20,0.17,0.075,0.055,0.099,0.075,0.079,1,1
7274,26,3,213,0.441,0.291,0.058,94,62,12,0.212,0.084,45,18,0.153,0.083,0.05,0.117,0.075,0.097,1,1
7282,26,3,200,0.447,0.33,0.055,89,66,11,0.235,0.086,47,17,0.17,0.075,0.045,0.099,0.083,0.079,0,1
7288,22,3,235,0.456,0.35,0.06,107,82,14,0.277,0.098,65,23,0.17,0.083,0.05,0.099,0.068,0.079,1,1
7292,26,3,199,0.471,0.338,0.066,94,67,13,0.257,0.092,51,18,0.17,0.075,0.05,0.099,0.068,0.079,1,1
7293,23,3,216,0.422,0.321,0.061,91,69,13,0.253,0.084,55,18,0.153,0.075,0.045,0.107,0.083,0.088,1,1
7298,25,3,210,0.469,0.334,0.055,98,70,12,0.262,0.103,55,22,0.153,0.068,0.045,0.107,0.068,0.088,1,1
7299,25,3,222,0.412,0.294,0.055,91,65,12,0.207,0.09,46,20,0.153,0.068,0.05,0.107,0.075,0.088,0,1
7301,26,3,213,0.449,0.331,0.062,96,71,13,0.219,0.088,47,19,0.17,0.083,0.045,0.107,0.083,0.088,1,1
7302,24,3,206,0.438,0.303,0.058,90,62,12,0.23,0.091,47,19,0.17,0.075,0.055,0.107,0.068,0.088,1,1
7306,20,3,230,0.477,0.315,0.056,110,72,13,0.235,0.092,54,21,0.187,0.083,0.05,0.107,0.075,0.088,0,1
7308,25,3,228,0.474,0.306,0.055,108,70,13,0.209,0.084,48,19,0.153,0.068,0.055,0.107,0.068,0.088,1,1
7310,22,3,236,0.474,0.344,0.054,112,81,13,0.267,0.093,63,22,0.17,0.075,0.045,0.107,0.083,0.088,0,1
7318,25,3,214,0.461,0.298,0.065,99,64,14,0.205,0.082,44,18,0.187,0.075,0.045,0.107,0.075,0.088,0,1
7320,22,3,205,0.415,0.314,0.057,85,64,12,0.228,0.093,47,19,0.187,0.075,0.05,0.099,0.068,0.079,1,1
7326,21,3,204,0.495,0.296,0.056,101,60,11,0.208,0.086,42,18,0.17,0.068,0.05,0.107,0.075,0.088,1,1
7331,23,3,232,0.44,0.302,0.059,102,70,14,0.21,0.085,49,20,0.187,0.075,0.05,0.117,0.068,0.097,0,1
7346,26,3,214,0.443,0.324,0.063,95,69,13,0.248,0.094,53,20,0.17,0.083,0.05,0.107,0.068,0.088,1,1
7352,24,3,216,0.434,0.346,0.059,94,75,13,0.27,0.097,58,21,0.17,0.068,0.05,0.107,0.083,0.088,0,1
7358,22,3,203,0.488,0.308,0.059,99,63,12,0.241,0.093,49,19,0.187,0.068,0.05,0.107,0.068,0.088,0,1
7359,26,3,232,0.449,0.341,0.058,104,79,13,0.23,0.092,53,21,0.187,0.068,0.05,0.107,0.068,0.088,0,1
7361,25,3,214,0.438,0.303,0.061,94,65,13,0.212,0.081,45,17,0.187,0.083,0.055,0.099,0.075,0.079,1,1
7362,22,3,218,0.449,0.345,0.06,98,75,13,0.269,0.103,59,22,0.187,0.068,0.045,0.107,0.075,0.088,1,1
7365,21,3,211,0.463,0.325,0.061,98,69,13,0.256,0.084,54,18,0.17,0.068,0.055,0.117,0.083,0.097,1,1
7374,28,3,200,0.495,0.337,0.063,99,67,13,0.224,0.104,45,21,0.17,0.075,0.055,0.107,0.075,0.088,1,1
7377,23,3,212,0.417,0.314,0.059,88,67,13,0.223,0.093,47,20,0.187,0.083,0.055,0.117,0.075,0.097,1,1
7378,20,3,220,0.44,0.307,0.057,97,68,13,0.222,0.088,49,19,0.17,0.075,0.05,0.117,0.075,0.097,0,0
7381,25,3,202,0.484,0.349,0.058,98,70,12,0.227,0.096,46,19,0.17,0.075,0.055,0.107,0.075,0.088,1,1
7382,27,3,237,0.435,0.325,0.063,103,77,15,0.254,0.088,60,21,0.187,0.075,0.05,0.099,0.068,0.079,1,1
7383,26,3,219,0.45,0.327,0.063,99,72,14,0.234,0.1,51,22,0.17,0.075,0.045,0.107,0.075,0.088,1,1
7392,25,3,229,0.44,0.29,0.064,101,66,15,0.207,0.086,47,20,0.17,0.075,0.055,0.099,0.075,0.079,0,1
7395,24,3,197,0.442,0.313,0.059,87,62,12,0.223,0.085,44,17,0.153,0.083,0.05,0.099,0.075,0.079,1,1
7396,23,3,201,0.492,0.331,0.057,99,67,11,0.245,0.096,49,19,0.17,0.068,0.055,0.107,0.068,0.088,0,1
7398,25,3,224,0.43,0.329,0.055,96,74,12,0.227,0.086,51,19,0.17,0.075,0.045,0.117,0.083,0.097,1,1
7402,20,3,219,0.444,0.305,0.061,97,67,13,0.201,0.086,44,19,0.17,0.075,0.05,0.107,0.068,0.088,1,0
7404,24,3,210,0.421,0.334,0.065,88,70,14,0.249,0.102,52,21,0.187,0.075,0.055,0.099,0.075,0.079,0,1
7408,26,3,202,0.44,0.336,0.064,89,68,13,0.239,0.091,48,18,0.17,0.083,0.05,0.099,0.075,0.079,1,0
7412,27,3,205,0.489,0.345,0.064,100,71,13,0.243,0.089,50,18,0.153,0.075,0.05,0.099,0.068,0.079,0,1
7416,29,3,208,0.487,0.289,0.065,101,60,14,0.221,0.08,46,17,0.153,0.075,0.05,0.107,0.075,0.088,1,0
7420,25,3,203,0.486,0.325,0.056,99,66,11,0.221,0.088,45,18,0.17,0.083,0.05,0.117,0.083,0.097,1,1
7422,21,3,211,0.468,0.339,0.059,99,72,12,0.259,0.1,55,21,0.153,0.075,0.045,0.117,0.075,0.097,0,1
7423,22,3,212,0.42,0.347,0.061,89,74,13,0.243,0.107,52,23,0.153,0.075,0.05,0.117,0.075,0.097,0,1
7425,21,3,210,0.461,0.306,0.066,97,64,14,0.235,0.09,49,19,0.17,0.068,0.05,0.099,0.075,0.079,1,1
7426,23,3,199,0.47,0.313,0.061,94,62,12,0.237,0.082,47,16,0.17,0.068,0.05,0.107,0.083,0.088,0,1
7427,27,3,208,0.446,0.344,0.06,93,72,12,0.246,0.103,51,21,0.153,0.075,0.045,0.107,0.075,0.088,0,1
7429,25,3,223,0.474,0.342,0.059,106,76,13,0.251,0.102,56,23,0.17,0.075,0.045,0.099,0.083,0.079,1,1
7431,22,3,214,0.42,0.294,0.056,90,63,12,0.196,0.085,42,18,0.17,0.075,0.055,0.117,0.068,0.097,1,1
7443,25,3,222,0.49,0.34,0.056,109,75,12,0.242,0.087,54,19,0.187,0.075,0.045,0.099,0.083,0.079,1,1
7446,27,3,218,0.492,0.343,0.059,107,75,13,0.227,0.102,49,22,0.17,0.068,0.045,0.107,0.068,0.088,0,1
7447,28,3,205,0.444,0.316,0.062,91,65,13,0.208,0.081,43,17,0.17,0.083,0.045,0.107,0.083,0.088,0,1
7448,21,3,223,0.432,0.289,0.056,96,64,12,0.21,0.075,47,17,0.17,0.068,0.05,0.099,0.068,0.079,0,1
7451,28,3,213,0.491,0.334,0.055,105,71,12,0.22,0.088,47,19,0.153,0.075,0.05,0.099,0.083,0.079,0,1
7453,28,3,220,0.439,0.324,0.063,97,71,14,0.231,0.091,51,20,0.187,0.075,0.05,0.099,0.083,0.079,1,1
7454,26,3,232,0.492,0.335,0.062,114,78,14,0.219,0.086,51,20,0.187,0.075,0.05,0.107,0.075,0.088,1,1
7458,22,3,204,0.486,0.339,0.055,99,69,11,0.258,0.092,53,19,0.17,0.075,0.045,0.107,0.068,0.088,0,1
7461,25,3,210,0.497,0.301,0.056,104,63,12,0.235,0.085,49,18,0.153,0.075,0.045,0.099,0.075,0.079,1,1
7462,25,3,234,0.469,0.303,0.065,110,71,15,0.219,0.081,51,19,0.153,0.075,0.05,0.107,0.068,0.088,1,0
7468,22,3,221,0.436,0.303,0.062,96,67,14,0.23,0.091,51,20,0.17,0.083,0.055,0.117,0.083,0.097,1,1
7477,24,3,195,0.455,0.288,0.057,89,56,11,0.211,0.084,41,16,0.17,0.068,0.055,0.117,0.075,0.097,1,1
7484,28,3,212,0.443,0.341,0.063,94,72,13,0.241,0.097,51,21,0.17,0.075,0.05,0.117,0.083,0.097,1,1
7490,27,3,199,0.46,0.336,0.064,92,67,13,0.23,0.091,46,18,0.153,0.075,0.055,0.099,0.075,0.079,0,1
7491,28,3,212,0.463,0.339,0.058,98,72,12,0.268,0.092,57,20,0.187,0.083,0.055,0.107,0.068,0.088,0,1
7502,27,3,200,0.469,0.337,0.056,94,67,11,0.227,0.089,45,18,0.17,0.083,0.045,0.117,0.075,0.097,0,1
7505,23,3,235,0.488,0.309,0.063,115,73,15,0.203,0.081,48,19,0.153,0.083,0.05,0.107,0.068,0.088,0,1
7508,26,3,221,0.477,0.292,0.062,105,65,14,0.211,0.085,47,19,0.153,0.068,0.05,0.099,0.075,0.079,1,1
7519,20,3,197,0.466,0.315,0.059,92,62,12,0.244,0.087,48,17,0.17,0.075,0.05,0.107,0.068,0.088,1,1
7522,26,3,219,0.412,0.289,0.055,90,63,12,0.217,0.082,48,18,0.17,0.075,0.055,0.099,0.083,0.079,1,1
7527,26,3,218,0.478,0.293,0.063,104,64,14,0.21,0.086,46,19,0.17,0.068,0.05,0.107,0.083,0.088,1,1
7529,21,3,206,0.446,0.302,0.066,92,62,14,0.206,0.083,42,17,0.17,0.075,0.055,0.107,0.083,0.088,1,1
7530,29,3,198,0.454,0.351,0.06,90,69,12,0.228,0.091,45,18,0.187,0.083,0.055,0.099,0.075,0.079,1,0
7531,25,3,200,0.429,0.319,0.054,86,64,11,0.211,0.085,42,17,0.187,0.068,0.045,0.107,0.075,0.088,0,1
7532,28,3,204,0.491,0.339,0.063,100,69,13,0.225,0.099,46,20,0.153,0.075,0.05,0.099,0.083,0.079,0,1
7538,25,3,212,0.454,0.302,0.064,96,64,14,0.198,0.082,42,17,0.17,0.075,0.05,0.107,0.075,0.088,1,0
7540,23,3,203,0.441,0.347,0.057,90,70,12,0.258,0.097,52,20,0.17,0.075,0.05,0.107,0.075,0.088,0,1
7543,28,3,237,0.414,0.342,0.064,98,81,15,0.261,0.089,62,21,0.153,0.068,0.05,0.099,0.075,0.079,1,0
7546,25,3,228,0.437,0.295,0.059,100,67,13,0.211,0.081,48,18,0.17,0.075,0.045,0.107,0.075,0.088,1,1
7547,29,3,205,0.459,0.301,0.054,94,62,11,0.221,0.084,45,17,0.17,0.075,0.045,0.107,0.075,0.088,1,1
7550,25,3,235,0.414,0.317,0.06,97,74,14,0.227,0.081,53,19,0.17,0.075,0.045,0.107,0.083,0.088,1,1
7561,21,3,223,0.432,0.314,0.065,96,70,14,0.227,0.09,51,20,0.153,0.068,0.05,0.107,0.075,0.088,0,1
7565,28,3,233,0.49,0.292,0.065,114,68,15,0.2,0.09,47,21,0.153,0.075,0.05,0.107,0.083,0.088,1,1
7566,21,3,234,0.445,0.346,0.055,104,81,13,0.27,0.088,63,21,0.17,0.083,0.045,0.107,0.075,0.088,0,1
7569,22,3,196,0.442,0.3,0.057,87,59,11,0.206,0.089,40,17,0.17,0.068,0.05,0.107,0.075,0.088,1,1
7571,26,3,218,0.491,0.291,0.055,107,63,12,0.218,0.08,48,17,0.17,0.083,0.045,0.107,0.075,0.088,1,1
7584,21,3,217,0.486,0.338,0.066,105,73,14,0.247,0.1,54,22,0.17,0.075,0.045,0.099,0.075,0.079,1,1
7589,23,3,198,0.41,0.322,0.059,81,64,12,0.233,0.083,46,16,0.17,0.075,0.05,0.099,0.083,0.079,1,1
7601,22,3,202,0.471,0.345,0.06,95,70,12,0.245,0.091,49,18,0.17,0.083,0.045,0.117,0.068,0.097,0,1
7606,23,3,203,0.455,0.345,0.056,92,70,11,0.266,0.088,54,18,0.17,0.075,0.05,0.117,0.075,0.097,1,0
7609,22,3,204,0.486,0.303,0.063,99,62,13,0.207,0.083,42,17,0.187,0.068,0.05,0.117,0.075,0.097,1,1
7610,22,3,208,0.48,0.312,0.059,100,65,12,0.241,0.095,50,20,0.187,0.068,0.05,0.107,0.075,0.088,1,1
7614,25,3,205,0.465,0.339,0.065,95,69,13,0.26,0.102,53,21,0.17,0.068,0.05,0.117,0.083,0.097,0,1
7617,29,3,227,0.411,0.306,0.061,93,69,14,0.203,0.085,46,19,0.17,0.075,0.05,0.099,0.075,0.079,1,1
7621,22,3,219,0.436,0.294,0.061,95,64,13,0.211,0.09,46,20,0.187,0.075,0.05,0.099,0.075,0.079,1,1
7622,24,3,201,0.478,0.324,0.064,96,65,13,0.217,0.085,44,17,0.17,0.083,0.045,0.107,0.083,0.088,0,1
7633,25,3,237,0.466,0.294,0.062,110,70,15,0.198,0.084,47,20,0.17,0.075,0.05,0.099,0.075,0.079,1,1
